track_id,track_name,artists,track_genre,recording_mbid,primary_artist_mbid,artist_country,artist_area_name,release_year,scaled_danceability,scaled_energy,scaled_valence,scaled_tempo,scaled_acousticness,scaled_instrumentalness
5SuOikwiRyPMVoIQDJUgSV,Comedy,Gen Hoshino,acoustic,,,,,,0.6438543796283905,-0.6818181382466694,0.9327131075546022,-1.1564691148261503,-0.8748295915792065,-0.5341126567312607
4qPNDBW1i3p13qLCt0Ki3A,Ghost - Acoustic,Ben Woodward,acoustic,,,,,,-0.8167485489943697,-1.835420646847556,-0.7748910130774475,-1.5074993208290692,1.7627635964945134,-0.5340985749309857
1iJBSr7s7jYXzM8EGcbK5b,To Begin Again,Ingrid Michaelson;ZAYN,acoustic,,,,,,-0.7140499055755818,-1.0806908700340947,-1.335198615159839,-1.5464465732595813,-0.3489672134232215,-0.5341157825814318
6lfxq3CG4xtTiEg7opyCyx,Can't Help Falling In Love,Kina Grannis,acoustic,1c28bfb6-a972-43bb-af7b-8a4349c547eb,7a1766ba-3d50-428f-b6f5-4d267248c744,,,,-1.6953924982439985,-2.251499653339537,-1.2475314393238186,2.0018265332187175,1.7065690791437618,-0.5338969730694637
5vjLSffimiIP26QG5WcN2K,Hold On,Chord Overstreet,acoustic,cfefd1ec-ea03-428a-809b-983335ff19a4,e1d30dc5-9096-4706-95dc-486b2ab52a89,,,,0.31293652861229615,-0.752207443856215,-1.1560526471471015,-0.07819911495220484,0.41705278625281955,-0.5341157825814318
01MVOl9KtVTNfFiBU9I7dc,Days I Will Remember,Tyrone Wells,acoustic,78f1526b-7844-4376-9905-a07d022baa22,d576231e-c0b6-4a42-a4f4-011f06b9095c,,,,0.7123201419075817,-0.6036077986805076,0.7459439068604721,-0.8164801350956669,-0.11531632549114725,-0.5341157825814318
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,A Great Big World;Christina Aguilera,acoustic,5581a42f-219b-45a6-9124-339205f43e66,6958e806-1e14-4844-a0a7-07a27756aa0f,,,,-0.8909197914634943,-1.9097204694354097,-1.5010039259801384,0.6399855268844155,1.5646039826787037,-0.5341068383170812
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,acoustic,d25e018f-1614-4cf8-9333-3bbf95e5253f,82eb8936-7bf6-4577-8320-a2639465206d,,,,0.7979023447565717,-0.7482969268779069,0.9212782585325127,0.9657017019212634,0.6832373421248031,-0.5341157825814318
0IktbUcnAGrvD03AWnz3Q8,Lucky,Jason Mraz;Colbie Caillat,acoustic,d49c639d-9d62-4ecd-9186-52fabd8a870a,82eb8936-7bf6-4577-8320-a2639465206d,,,,0.3528748899418248,-0.8656124362271498,0.7573787558825618,0.26310269351189136,-0.10052829460937038,-0.5341157825814318
7k9GuJYLp2AzqokyEdwEw2,Hunger,Ross Copperman,acoustic,,,,,,-0.6912279848158511,-0.01311973495598588,-1.0455157732669018,-1.460035512767685,0.28987572066953865,-0.5211481467236352
4mzP5mHkRvGxdhdGdAH7EJ,Give Me Your Forever,Zack Tabudlo,acoustic,a7e514a7-e25b-45aa-889a-d61a55076afb,3f5a0c97-54c2-4648-84a7-505908d34865,,,,0.3642858503216901,-1.0650488021208624,-0.6452960574937652,-0.7529257594787209,-0.14489238725470083,-0.5341157825814318
5ivF4eQBqJiVL5IAE9jRyl,I Won't Give Up,Jason Mraz,acoustic,b5cec7d5-1ad0-44e6-9534-54f8870f3d1f,82eb8936-7bf6-4577-8320-a2639465206d,,,,-0.4573032970286124,-1.2996798208193479,-1.2627779046866046,0.37479412269463874,1.082514175932778,-0.5341157825814318
4ptDJbJl35d7gQfeNteBwp,Solo,Dan Berk,acoustic,,,,,,-0.42307041588901645,-1.2566641340579587,0.521058542759376,0.06604373436909426,1.2451825156323235,-0.5341157825814318
0X9MxHR1rTkEHDjp95F2OO,Bad Liar,Anna Hamilton,acoustic,497ddd8c-a5a9-4857-94a4-3da4a19167d3,9de7b385-709f-4c11-afb5-a38ca799fbf2,,,,0.7294365824773797,-1.569505492322606,-0.9959647608378468,-1.1838702068559142,1.327995488570274,-0.5341157825814318
4LbWtBkN82ZRhz9jqzgrb3,Hold On - Remix,Chord Overstreet;Deepend,acoustic,,,,,,1.09458731463307,0.5656367778336117,-0.3174970521938627,-0.07634768981505842,-0.6033213445897835,-0.5340281968786214
1KHdq8NK9QxnGjdXb55NiG,Falling in Love at a Coffee Shop,Landon Pigg,acoustic,44458351-bffc-487d-9672-07340aa15833,142db9a8-d42d-44f4-8f3c-db20e5bdfd78,,,,-0.42307041588901645,-0.29076644041586014,-0.8854278869576472,-1.3066028623110968,-0.3785432751867752,-0.533974655088564
6xKeQgzfjixSUld14qUezm,ily (i love you baby),Andrew Foy;Renee Foy,acoustic,,,,,,0.8150187853263696,-2.046588563676193,-0.2145834109950562,-0.4079211007403323,1.4758757973880423,-0.5341033101297595
4Yo0igmcoNyat1secaH0OD,At My Worst,Andrew Foy;Renee Foy,acoustic,,,,,,1.3228065222303764,-2.155691987370989,0.5286817754407691,-1.0256575133179664,1.224479272397836,-0.5340795722378671
2qLMf6TuEC3ruGJg4SMMN6,Lucky,Jason Mraz;Colbie Caillat,acoustic,d49c639d-9d62-4ecd-9186-52fabd8a870a,82eb8936-7bf6-4577-8320-a2639465206d,,,,0.3528748899418248,-0.8656124362271498,0.7573787558825618,0.26310269351189136,-0.10052829460937038,-0.5341157825814318
6CgNoAbFJ4Q4Id4EjtbXlC,Photograph,Boyce Avenue;Bea Miller,acoustic,d6661613-b37f-4c76-9eb4-ac18f82a34e0,0e517f4b-6d89-48f0-8a11-16416bd0fdcb,,,,0.8777790674156289,-1.2332010321881102,-0.5652521143391378,-0.48224740442794684,1.4847486159171084,-0.5341157825814318
3S0OXQeoh0w6AY8WQVckRW,I'm Yours,Jason Mraz,acoustic,d25e018f-1614-4cf8-9333-3bbf95e5253f,82eb8936-7bf6-4577-8320-a2639465206d,,,,0.7979023447565717,-0.7482969268779069,0.9212782585325127,0.9657017019212634,0.6832373421248031,-0.5341157825814318
210JCw2LbYD4YIs8GiZ9iP,Demons,Boyce Avenue;Jennel Garcia,acoustic,,,,,,0.6552653400082558,-1.1119750058605595,0.3762171218129074,-1.085273402734074,1.2392673032796129,-0.5341157825814318
5TvE3pk05pyFIGdSY9j4DJ,Say Something,A Great Big World;Christina Aguilera,acoustic,5581a42f-219b-45a6-9124-339205f43e66,6958e806-1e14-4844-a0a7-07a27756aa0f,,,,-0.8909197914634943,-1.9097204694354097,-1.5010039259801384,0.6399855268844155,1.5646039826787037,-0.5341068383170812
0BUuuEvNa5T4lMaewyiudB,93 Million Miles,Jason Mraz,acoustic,bfe34b68-aee4-45c2-96f1-e3605c35bc59,82eb8936-7bf6-4577-8320-a2639465206d,,,,0.05048443987539377,-0.709191757094826,0.17038983941529445,0.6028896995910497,0.44071363566366256,-0.5340733824355482
3Hn3LfhrQOaKihdCibJsTs,Unlonely,Jason Mraz,acoustic,83ed5720-09e5-48d0-9d1f-1358f4c93509,82eb8936-7bf6-4577-8320-a2639465206d,,,,1.3285120024203092,0.12374835928479741,1.0813661448417675,-0.8174563410770711,0.15678344273354697,-0.5341157825814318
6D33wCKzWtNEgOovgeVJ7r,Bella Luna,Jason Mraz,acoustic,48da2ad5-62d2-4b04-984c-bdacfc539790,82eb8936-7bf6-4577-8320-a2639465206d,,,,1.09458731463307,-0.709191757094826,-0.5347591836135654,-0.07446260240269147,1.2688433650431665,-0.5341157825814318
5IfCZDRXZrqZSm8AwE44PG,Winter Wonderland,Jason Mraz,acoustic,,,,,,0.3243474889921615,-1.2762167189494993,0.738320674179079,0.7772939475102218,1.3605291565101831,-0.5341157825814318
0dzKBptH2P5j5a0MifBMwM,If It Kills Me,Jason Mraz,acoustic,a79c55b9-68b8-404a-9261-89f3ce74b939,82eb8936-7bf6-4577-8320-a2639465206d,,,,0.3985187314612861,-0.8069546815525284,0.18944792111877717,0.7244441754135034,-0.838746796227671,-0.5341157825814318
5QAMZTM5cmLg3fHX9ZbTZi,Winter Wonderland,Jason Mraz,acoustic,b6ad3a17-2680-4086-a49c-27228ffc4654,82eb8936-7bf6-4577-8320-a2639465206d,,,,0.3243474889921615,-1.2762167189494993,0.738320674179079,0.7772939475102218,1.3605291565101831,-0.5341157825814318
2qESE1ZeWly7I3YjyTXmXh,Winter Wonderland,Jason Mraz,acoustic,,,,,,0.3243474889921615,-1.2762167189494993,0.738320674179079,0.7772939475102218,1.3605291565101831,-0.5341157825814318
3EQV1ZHtHvq9OnVRYIdbg3,Winter Wonderland,Jason Mraz,acoustic,,,,,,0.3243474889921615,-1.2762167189494993,0.738320674179079,0.7772939475102218,1.3605291565101831,-0.5341157825814318
3ax0rfGb7exLtl02LL08U9,Winter Wonderland,Jason Mraz,acoustic,b6ad3a17-2680-4086-a49c-27228ffc4654,82eb8936-7bf6-4577-8320-a2639465206d,,,,0.3243474889921615,-1.2762167189494993,0.738320674179079,0.7772939475102218,1.3605291565101831,-0.5341157825814318
1m5LC29RE52Bxy7hxvpOlL,All I Want For Christmas Is A Real Good Tan,Chord Overstreet,acoustic,1f662182-6bf0-44f7-b012-e95f45ddfcd2,e1d30dc5-9096-4706-95dc-486b2ab52a89,,,,0.17029952386397965,-0.7052812401165178,0.3571590401094247,2.684463812422131,0.11241935008821637,-0.5341157825814318
3H36x7buZdQD4687VmFrwY,Party of One,Brandi Carlile;Sam Smith,acoustic,,,,,,-1.524228092546019,-1.6789999677152327,-1.0226460752227227,1.4517849561101923,1.342783519452051,-0.5334194298205716
0xbMRcMFqxJq1Wa7tvWPtn,Party of One,Brandi Carlile;Sam Smith,acoustic,,,,,,-1.524228092546019,-1.6789999677152327,-1.0226460752227227,1.4517849561101923,1.342783519452051,-0.5334194298205716
6h061f44HZPj1OXO2nA45d,Party of One,Brandi Carlile;Sam Smith,acoustic,a7d9d508-9e1b-42ee-bfa0-9f58472010b9,baf05baf-69fb-47dd-93c2-033536b8c385,,,,-1.524228092546019,-1.6789999677152327,-1.0226460752227227,1.4517849561101923,1.342783519452051,-0.5334194298205716
62EwQLDw0dprDzuLwQ0sH1,Lonely This Christmas,KT Tunstall,acoustic,,,,,,-0.879508831083629,-1.8862573675655612,-1.1065016347180465,-1.2458424555374803,1.8071276891398438,-0.5340365531117517
3lvo0I8c2qBJDLZWqExDgC,Throwing Good After Bad,Brandi Carlile,acoustic,6647692f-81f6-40cd-86ee-81f89a335553,baf05baf-69fb-47dd-93c2-033536b8c385,,,,-0.3546046536098245,-2.112285248911769,-0.5881218123833171,0.5299772114627105,1.8781102373723728,-0.5340668831431136
1ae8XfBQ3fDEvmBjFaemGV,This Time Tomorrow,Brandi Carlile,acoustic,8a528ee7-e0da-4901-9428-db3af0f2ad91,baf05baf-69fb-47dd-93c2-033536b8c385,,,,0.24447076633310424,-1.2097379303182616,-0.2145834109950562,-1.0316157360320548,1.5172822838570177,-0.5341157825814318
0adVktNVJXPZfhQe6B1NO5,Lonely This Christmas,KT Tunstall,acoustic,919deb0c-47c1-49ad-b2c7-c9d3c95e3569,951d2103-9c7d-4849-ae60-88bf6aa4790b,,,,-0.879508831083629,-1.8862573675655612,-1.1065016347180465,-1.2458424555374803,1.8071276891398438,-0.5340365531117517
6sp6Vx3sv2l5qxPfbQkcyt,The Haves,Eddie Vedder,acoustic,e17fcf9d-a7c8-4524-b1eb-4193c01ac8fc,1a60d6dd-9d3e-40fc-a66d-3184f9ee0d61,,,,-0.5086526187380064,-0.45500815350480006,-0.5500056489763516,0.9950552059138353,-0.13897717490199007,-0.5341157825814318
1WFVfVjCtbmdIv7j3Fa9iy,When You're Wrong,Brandi Carlile,acoustic,18dcabd5-c8a1-4864-abc7-4bbe8dd9545f,baf05baf-69fb-47dd-93c2-033536b8c385,,,,0.027662519115663125,-1.307500854775964,-1.251343055664515,-1.1526989400014163,1.3841900059210261,-0.5341053527645246
0e5PAxSyZ5DWWVqKANHETz,You and Me on the Rock,Brandi Carlile;Lucius,acoustic,,,,,,0.027662519115663125,0.1980481818726512,0.9708292709615677,1.6764806432092985,-0.5264235840045438,-0.5341101808103333
1MLr9b1fOybO3MGiLy47Ys,You and Me on the Rock,Brandi Carlile;Lucius,acoustic,,,,,,0.027662519115663125,0.1980481818726512,0.9708292709615677,1.6764806432092985,-0.5264235840045438,-0.5341101808103333
